item_id,item_name,item_description,item_price,item_category,item_is_veg,restaurant_name,restaurant_address,restaurant_phone_numbers,restaurant_cuisines,restaurant_opening_hours,restaurant_dining_rating,restaurant_delivery_rating,restaurant_dining_ratings_count,restaurant_delivery_ratings_count,restaurant_source_url,created_at,updated_at
21,Chicken Makhani Burst Burger,"2 Crunchy Veg taco + med fries 
Qty: 125 Gms| Kcal: 316 |",109.0,Burgers,false,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
22,Crispy Veg Double Patty Burger,"Double Masaledar Veg Patty, Onion & Our Signature Tomato Herby Sauce. 
Qty: 204",99.0,Burgers,true,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
23,Crispy Chicken Double Patty Burger,"Our best-selling burger with crispy chicken patty, onion and classic mayo sauce.",139.0,Burgers,false,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
24,Veg Crunchy Taco,"Crunchy Taco Shell Filled With Beans & Veg Mix, Chef'S Secret Sauce, Onion",90.0,Tacos,true,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
25,Crunchy Chicken Taco,"Crunchy Taco Shell With Chicken Patty, Veggies And Spicy Sauce. 
Qty: 135 Gms|",119.0,Tacos,false,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
26,Crispy Veg Double Patty Burger with Double Cheese Slice,,149.0,Burgers,true,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
27,Chicken Makhani Burst Burger with Cheese,,134.0,Burgers,false,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
28,Veg Makhani Burst Double Cheese Burger,,130.0,Burgers,true,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
29,Crispy Chicken Triple Cheese Burger,,174.0,Burgers,false,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
30,BK Veggie Burger,"BK Veg Patty, Lettuce, Tomato(Seasonal) & Our Signature Mayo Sauce. 
Qty: 152 Gms|",139.0,Burgers,true,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
31,BK Chicken Burger,"BK Chicken Patty, Lettuce, Tomato(Seasonal) & Our Signature Mayo Sauce. 
Qty: 164 Gms|",149.0,Burgers,false,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
32,BK Veggie Triple Cheese Burger,,214.0,Burgers,true,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
33,Original Whopper Veg,"Our Original Whopper with Crunchy Veg Patty, Onions, Lettuce, Tomatoes (Seasonal), Gherkins, Creamy",189.0,Burgers,true,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
34,Original Whopper Chicken,"Our Original Whopper with Flame Grilled Chicken Patty, Onions, Lettuce, Tomatoes (Seasonal), Gherkins,",209.0,Burgers,false,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
35,Whopper Jr Veg,"Our Signature Whopper with Crunchy Veg Patty, Onions, Lettuce, Tomatoes (Seasonal), Gherkins, Creamy",149.0,Burgers,true,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
36,Chicken Whopper Jr Double Patty,,219.0,Burgers,false,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
37,Whopper Jr Veg Stacker,,239.0,Burgers,true,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
38,Whopper Jr Chicken with Cheese Slice,,204.0,Burgers,false,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
39,Whopper Jr Veg with Cheese Slice,,174.0,Burgers,true,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
40,Whopper Jr Chicken,"Our Signature Whopper with Flame Grilled Chicken Patty, Onions, Lettuce, Tomatoes (Seasonal), Gherkins,",169.0,Burgers,false,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
41,Mutton Whopper Jr,"Our signature Whopper with Flame Grilled Mutton Patty, Onions, Lettuce, Tomatoes, Gherkins, Creamy",219.0,Burgers,false,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
42,Paneer Royale Wrap,Qty: 234 Gms | Kcal: 676.2 | Carbs 63.2 Gms | Sugar: 9.7,229.0,Wraps & Rolls,true,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
